4.356881713867187500e+01 7.039730413573411738e+01 -8.218011314613050899e+01
4.294784545898437500e+01 7.100033511963161459e+01 -9.167387243919178275e+01
4.275270080566406250e+01 7.215276231160379439e+01 -9.770236012733944619e+01
4.312926864624023438e+01 7.311179727732043432e+01 -8.996956113076390693e+01
4.232685089111328125e+01 7.170057983345444086e+01 -8.914370657272199594e+01
4.247368240356445312e+01 7.170149411613189727e+01 -9.363176414573388229e+01
4.334324264526367188e+01 6.794299939320058002e+01 -9.722359070410388426e+01
4.277619934082031250e+01 7.013661948134453894e+01 -9.861505081662900807e+01
4.429891586303710938e+01 6.968565823432923878e+01 -9.540137528490784291e+01
4.317001724243164062e+01 7.187348951711092582e+01 -9.876760825542703515e+01
4.319288253784179688e+01 7.129652788133806496e+01 -9.493049710004937936e+01
4.331698989868164062e+01 7.332776539377975666e+01 -9.150324490874542960e+01
4.365302658081054688e+01 6.903553749354243507e+01 -9.188598596282781727e+01
4.403335189819335938e+01 7.302591479201380764e+01 -9.111452535196616509e+01
4.352254867553710938e+01 7.552072385932824261e+01 -9.839705314974604278e+01
4.369953155517578125e+01 7.074140820681641628e+01 -8.707797977619736685e+01
4.335374450683593750e+01 7.099426413406726510e+01 -1.005656872006981786e+02
4.240730285644531250e+01 7.332165887606259957e+01 -9.535728658195158403e+01
4.176296615600585938e+01 7.377054553589687202e+01 -8.748647000362058179e+01
4.316708374023437500e+01 7.217940209790143058e+01 -8.419867597909991730e+01
4.199920654296875000e+01 7.342055146864660742e+01 -8.068672704485776137e+01
4.138144683837890625e+01 7.217242400202061958e+01 -7.692926173381434296e+01
4.144136810302734375e+01 7.524122463953690954e+01 -7.634070001998414057e+01
4.199852752685546875e+01 7.379247011789848898e+01 -8.048539436958178328e+01
4.173212432861328125e+01 7.120567881556840462e+01 -8.361482359176680745e+01
4.237417602539062500e+01 7.388131225888085396e+01 -7.484591727576955122e+01
4.208118820190429688e+01 6.946420863338931895e+01 -6.523288832296658768e+01
4.194122695922851562e+01 7.007657286711986444e+01 -6.487994363739123571e+01
4.227688217163085938e+01 7.146047998381537525e+01 -6.964312277578719090e+01
4.148165893554687500e+01 7.469516515690985159e+01 -6.758610619472153758e+01
4.273473739624023438e+01 7.387676344466814271e+01 -6.958635489203241775e+01
4.237867736816406250e+01 7.412750310002719800e+01 -7.186277900335643665e+01
4.384264373779296875e+01 6.934563799648296367e+01 -8.037727564235693478e+01
4.379665374755859375e+01 7.160337464619911430e+01 -7.103441920590898917e+01
4.265219879150390625e+01 6.769295404566375396e+01 -7.069140764202684579e+01
4.148898696899414062e+01 7.091203883467328239e+01 -7.255362119864059878e+01
4.117266845703125000e+01 7.085671618329887167e+01 -7.220505182641944941e+01
4.182442092895507812e+01 7.275635867237724597e+01 -7.393103245990913308e+01
4.315747833251953125e+01 7.132071855825321904e+01 -8.430234420254510042e+01
4.352329254150390625e+01 7.020911498617800817e+01 -7.445568971808904735e+01
4.202553176879882812e+01 7.117845477761761686e+01 -7.071164114631432085e+01
4.334032440185546875e+01 7.187505541753039040e+01 -8.124002495529344969e+01
4.339699172973632812e+01 7.228113738965190294e+01 -7.824516096731396431e+01
4.281651306152343750e+01 7.095610162099694662e+01 -7.219486646946931785e+01
4.432397460937500000e+01 7.057436954300783327e+01 -8.416006699876822950e+01
4.451917648315429688e+01 7.074840209575063454e+01 -8.772041490400626174e+01
4.370004653930664062e+01 7.267062909099718127e+01 -8.749343101241775855e+01
4.337257385253906250e+01 6.893864034483183900e+01 -8.822228828730206374e+01
4.301217651367187500e+01 7.016291563407062881e+01 -9.124015173056929484e+01
4.300716781616210938e+01 6.884513070395755108e+01 -9.150565678135568248e+01
4.317916107177734375e+01 6.937146656023388402e+01 -9.015035190679338939e+01
4.448984146118164062e+01 7.003002504055999111e+01 -8.433205978659998436e+01
4.490564727783203125e+01 7.196172364783362241e+01 -9.827934305642754964e+01
4.408132553100585938e+01 6.916729026615159626e+01 -9.884258518048383735e+01
4.528218841552734375e+01 6.935649671139891836e+01 -9.679928502733382345e+01
4.526402282714843750e+01 7.311656844721665038e+01 -1.001666309362761922e+02
4.504528045654296875e+01 7.403373552584960748e+01 -1.101058402729016166e+02
4.501408386230468750e+01 7.359706365617596191e+01 -9.446064968121534378e+01
4.525058364868164062e+01 7.400632968322939576e+01 -1.042156981362113015e+02
